adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,age,input strings,output strings
big,504,dimension,0.691666666666667,sub,-0.0046053073663616792,0.0037505369768625536,2.1050989776107238e-17,0.0046053073663617,2,"good big ,nice big ,nice big ,big sad ,big sad ,big sad ,big long ,big french ,big heavy ,great big ,great big ,big comfy ,big comfy ,big comfy ,big comfy ,great big ,big comfy ,nice big ,big strong ,great big ,great big ,big brown ,big brown ,big strong ,big blue ,big blue ,beautiful big ,nice big ,nice big ,big strong ,big brown ,beautiful big ,beautiful big ,big brown ,big fluffy ,big fluffy ,big fluffy ,big black ,big black ,beautiful big ,big brown ,big brown ,big orange ,big blue ,big blue ,big french ,big strong ,beautiful big ,nice big ,great big ,big strong ,big strong ,big white ,big white ,beautiful big ,nice big ,big strong ,big orange ,big blue ,big blue ,big blue ,big orange ,big fluffy ,big strong ,big strong ,big strong ,nice big ,nice big ,nice big ,big strong ,big blue ,big orange ,big brown ,big brown ,big strong ,big strong ,big strong ,nice big ,big black ,big brown ,big brown ,big brown ,great big ,big round ,big brown ,beautiful big ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big round ,big brown ,big strong ,big black ,big brown ,big brown ,beautiful big ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big strong ,big strong ,big strong ,big black ,big strong ,big strong ,big strong ,big green ,big brown ,big brown ,big strong ,big blue ,big blue ,big blue ,big strong ,beautiful big ,big fluffy ,big red ,big blue ,beautiful big ,big blue ,big orange ,big white ,big blue ,nice big ,big black ,beautiful big ,nice big ,nice big ,big blue ,big strong ,big brown ,big brown ,big brown ,nice big ,nice big ,big black ,big blue ,big fluffy ,big brown ,big strong ,big black ,beautiful big ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big white ,big brown ,big brown ,big yellow ,big round ,big blue ,big black ,beautiful big ,big strong ,big last ,big last ,beautiful big ,big french ,big fluffy ,big brown ,nice big ,big strong ,big fluffy ,big black ,big brown ,big brown ,big brown ,big strong ,big brown ,big brown ,big brown ,big brown ,big brown ,big strong ,big brown ,big brown ,big white ,big strong ,nice big ,big fluffy ,big french ,big french ,big black ,big red ,nice big ,big fluffy ,beautiful big ,nice big ,big black ,beautiful big ,big round ,big brown ,big brown ,big strong ,big black ,big black ,big fluffy ,big fluffy ,nice big ,nice big ,big tall ,big wool ,big fluffy ,beautiful big ,big black ,big red ,big strong ,big blue ,big round ,big white ,big fluffy ,big brown ,nice big ,big blue ,big strong ,big yellow ,beautiful big ,big green ,nice big ,big strong ,big white ,big strong ,nice big ,good big ,big brown ,good big ,big brown ,big brown ,big old ,big brown ,big orange ,big blue ,big blue ,beautiful big ,big strong ,big strong ,nice big ,big brown ,big brown ,big brown ,big brown ,big huge ,great big ,big grey ,big orange ,big gold ,big gold ,big strong ,big strong ,big orange ,big strong ,big red ,big black ,big yellow ,big red ,big black ,big huge ,big brown ,big yellow ,big green ,big brown ,beautiful big ,big black ,big white ,big black ,big green ,big huge ,big orange ,big orange ,big french ,big bad ,big bad ,big bad ,big bad ,big fluffy ,big strong ,big blue ,big brown ,good big ,big brown ,big brown ,big brown ,big brown ,nice big ,big brown ,big brown ,big brown ,big yellow ,good big ,big fat ,great big ,nice big ,big long ,big steep ,big long ,great big ,big tall ,big long ,big tall ,big long ,big long ,big long ,big loud ,pretty big ,pretty big ,big red ,great big ,great big ,great big ,big brown ,big brown ,big red ,big long ,big black ,big long ,big long ,nice big ,big black ,big black ,big brown ,big long ,big bad ,big bad ,big bad ,great big ,big old ,big new ,big old ,big bad ,big bad ,big bad ,big old ,big old ,big old ,great big ,big old ,big red ,big red ,nice big ,big bad ,big long ,big round ,big round ,great big ,great big ,great big ,great big ,great big ,nice big ,nice big ,big old ,great big ,great big ,big fat ,big fat ,big fierce ,big fierce ,nice big ,big fat ,great big ,nice big ,big bad ,big bad ,big red ,big red ,big red ,big long ,big long ,big fat ,big long ,big fat ,big fat ,big fat ,big fat ,big fat ,great big ,big bad ,big bad ,big red ,great big ,big fat ,big long ,big long ,big fat ,big long ,big smiley ,mean big ,big fat ,big black ,big black ,big black ,big long ,big fat ,big long ,big long ,big long ,big long ,great big ,big red ,big red ,big red ,big red ,great big ,great big ,great big ,great big ,big red ,nice big ,big fat ,big long ,big long ,big fat ,nice big ,great big ,great big ,big fat ,big grey ,great big ,big black ,big long ,big heavy ,big tall ,big heavy ,big heavy ,big heavy ,big heavy ,pretty big ,great big ,pretty big ,big red ,great big ,great big ,great big ,big bad ,big bad ,big bad ,big bad ,big brown ,big brown ,big fat ,big fat ,big bad ,big bad ,new big ,big hard ,great big ,big black ,big round ,great big ,big blue ,big white ,big red ,big red ,big red ,great big ,great big ,pretty big ,beautiful big ,big tall ,big long ,big nasty ,big red ,great big ,great big ,great big ,great big ,pretty big ,big nasty ,pretty big ,pretty big ,great big ,pretty big ,great big ,great big ,big nasty ,big yellow ,pretty big ,great big ,big soft ,big rough ,big red ,pretty big ,big old ,big orange ,awful big ,big red ,big yellow ,","great big ,pretty big ,great big ,big green ,great big ,big heavy ,big round ,big round ,big round ,big round ,great big ,great big ,great big ,great big ,great big ,big hot ,big old ,big old ,big tiny ,big tiny ,little big ,big bad ,big blue ,big blue ,big blue ,big blue ,nice big ,nice big ,nice big ,dear big ,nice big ,big white ,big white ,dear big ,big white ,big red ,big blue ,little big ,big blue ,big red ,big red ,big red ,big white ,big yellow ,big red ,nice big ,nice big ,big blue ,big white ,big white ,big brown ,big brown ,big red ,big red ,big red ,big red ,big high ,big white ,big blue ,yellow big ,big blue ,white big ,big blue ,big brown ,big green ,big white ,big green ,big green ,big blue ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big white ,big white ,big white ,big brown ,big red ,big brown ,big green ,big white ,big white ,big white ,nice big ,big green ,big green ,big white ,big huge ,big huge ,big white ,fun big ,nice big ,big dirty ,nice big ,big red ,big wooden ,nice big ,big yellow ,big green ,big wooden ,big white ,big huge ,big strong ,big hard ,big red ,big white ,big dirty ,big dirty ,big brown ,big tall ,big huge ,big dirty ,big red ,little big ,big long ,big long ,big huge ,big huge ,big wooden ,big wooden ,big red ,big brown ,big huge ,big yellow ,big huge ,big red ,big huge ,big huge ,big strong ,big huge ,big huge ,big green ,nice big ,big huge ,big scary ,big high ,big tall ,big white ,big old ,little big ,big strong ,big brown ,big brown ,big brown ,big wooden ,big large ,big brown ,big red ,big old ,big good ,wee big ,big bad ,big bad ,wee big ,big bad ,big bad ,big bad ,big bad ,wee big ,big blue ,big brown ,big brown ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big little ,big hard ,big small ,big small ,big small ,big small ,big red ,big red ,big red ,great big ,big bad ,big bad ,big sad ,big french ,big sad ,big tall ,big tall ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,big bad ,big bad ,big bad ,big bad ,big bad ,great big ,great big ,big bad ,big pretty ,long big ,big little ,big huge ,great big ,big bad ,big bad ,big bad ,big white ,big white ,big white ,big brown ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big brown ,great big ,big white ,big white ,big brown ,big brown ,big white ,big little ,little big ,big little ,big pretty ,big red ,big red ,big long ,big long ,big scary ,big long ,"
first,9,temporal,0.141818181818182,input,0.039224554096876404,0.42250000000000004,0.040478015391579893,0.001253461294703486,2,"happy first ,happy first ,happy first ,first square ,first good ,first little ,first little ,first little ,first little ,","first little ,first little ,"
french,8,nationality,0.278888888888889,lexical,0.12965798876978052,0.94444444444444442,0.99965969031818958,0.87000170154840906,2,"big french ,big french ,big french ,big french ,big french ,big french ,little french ,little french ,","big french ,"
early,N/A,temporal,0.628,N/A,0.0,0.25,0.25,0.25,2,,"early next ,early next ,"
fun,14,value,0.872857142857143,input,0.010110722880803981,0.0260476204084743,0.011430785285424336,0.0013200624046203543,2,"fun little ,fun pink ,fun little ,fun old ,fun old ,fun old ,fun old ,fun little ,fun old ,fun little ,fun little ,fun little ,pretty fun ,pretty fun ,","fun close ,fun little ,fun back ,fun big ,blue fun ,blue fun ,blue fun ,blue fun ,"
wrong,1,value,0.452222222222222,sub,-0.52588694618910203,0.25,0.13155661178068234,0.65744355796978438,2,"wrong little ,","open wrong ,"
bitsy,1,dimension,0.66,input,0.028579145380239659,0.31640625,0.040028230064354221,0.01144908468411456,2,"itsy bitsy ,","itsy bitsy ,itsy bitsy ,itsy bitsy ,itsy bitsy ,"
merry,1,human,0.72,input,-0.35868984873320858,0.421875,0.010475908194910425,0.36916575692811898,2,"merry old ,","merry old ,merry brown ,merry brown ,"
tall,5,dimension,0.675882352941176,input,0.01505622830815849,0.64722784850823034,0.017889985908780558,0.0028337576006220691,2,"big tall ,big tall ,big tall ,big tall ,big tall ,","big tall ,big tall ,big tall ,big tall ,jolly tall ,"
precious,N/A,value,0.755,N/A,0.0,0.5,0.5,0.5,2,,"precious little ,"
strong,52,physical,0.64375,input,0.28986000989031058,0.9719642725202684,0.32914843620061301,0.039288426310302445,2,"big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,thick strong ,thick strong ,thick strong ,thick strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,thick strong ,","big strong ,big strong ,big strong ,"
dry,1,physical,0.3375,sub,-0.071634696995416691,0.75,0.68714988966219659,0.75878458665761328,2,"nice dry ,","nice dry ,"
scary,N/A,value,0.723333333333333,N/A,0.0,0.25,0.25,0.25,2,,"big scary ,big scary ,"
great,54,value,0.838,input,-0.12190772356435774,0.81054605055553686,0.046602044932999562,0.1685097684973573,2,"great little ,great big ,great big ,great big ,great little ,great little ,great big ,great big ,great little ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great long ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,","great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great concrete ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great concrete ,"
short,3,dimension,0.54,input,-0.07966706302021398,0.875,0.44725666723288604,0.52692373025310002,2,"pretty short ,little short ,new short ,","wee short ,"
ripe,N/A,age,0.241666666666667,N/A,0.0,0.25,0.25,0.25,2,,"red ripe ,red ripe ,"
wooden,20,material,0.255454545454545,lexical,0.39826518001844891,0.88648793975712148,0.96629335770322422,0.56802817768477532,2,"little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,beautiful wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,","big wooden ,big wooden ,big wooden ,big wooden ,big wooden ,"
light,3,physical,0.562,input,-0.027549043493792304,0.095367431640625,0.002990878449301904,0.030539921943094208,2,"light waterproof ,light waterproof ,faint light ,","light red ,light red ,light red ,light red ,light happy ,"
past,N/A,temporal,0.277692307692308,N/A,0.0,0.5,0.5,0.5,2,,"nice past ,"
grey,9,color,0.2810714285714285,input,0.037479402444545062,0.90249999999999997,0.79460154640108638,0.75712214395654132,2,"big grey ,little grey ,little grey ,old grey ,old grey ,brown grey ,brown grey ,blue grey ,big grey ,","little grey ,old grey ,"
large,N/A,dimension,0.548181818181818,N/A,0.0,0.5,0.5,0.5,2,,"big large ,"
concrete,N/A,material,0.302857142857143,N/A,0.0,0.25,0.25,0.25,2,,"great concrete ,great concrete ,"
bad,23,value,0.71625,input,-1.4446315101855738e-22,0.23136260558652219,7.2087853466277861e-38,1.4446315101855745e-22,2,"bad little ,big bad ,big bad ,big bad ,big bad ,awful bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,","bad nice ,bad nice ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,"
stupid,2,human,0.6575,input,-0.4542367125148582,0.83333333333333337,0.21871285447444389,0.67294956698930208,2,"stupid little ,stupid last ,","stupid old ,"
green,55,color,0.208461538461538,input,-0.051611679533986321,0.3654710519588758,0.30915965999518319,0.36077133952916951,2,"little green ,little green ,nice green ,little green ,little green ,small green ,small green ,bright green ,nice green ,little green ,little green ,nice green ,little green ,big green ,little green ,nice green ,little green ,little green ,nice green ,bright green ,green cross ,nice green ,little green ,nice green ,nice green ,nice green ,little green ,bright green ,small green ,bright green ,bright green ,little green ,bright green ,little green ,little green ,small green ,small green ,nice green ,little green ,nice green ,big green ,little green ,little green ,little green ,little green ,little green ,big green ,big green ,little green ,little green ,little green ,little green ,little green ,little green ,green yellow ,","big green ,yellow green ,yellow green ,orange green ,big green ,big green ,big green ,big green ,big green ,big green ,big green ,big green ,little green ,little green ,little green ,blue green ,green little ,"
dirty,9,physical,0.504,input,0.066634375689087283,0.31640625,0.2236114185312032,0.15697704284211592,2,"huge dirty ,nasty dirty ,dirty little ,old dirty ,old dirty ,old dirty ,old dirty ,little dirty ,dirty horrible ,","big dirty ,big dirty ,big dirty ,big dirty ,"
small,19,dimension,0.513,sub,-0.11716505848949198,0.000244140625,0.039912349407809314,0.15707740789730129,2,"small little ,small green ,small green ,small red ,small red ,small red ,small red ,small red ,small red ,small green ,small green ,small green ,small red ,small red ,small gentle ,small little ,small little ,pretty small ,cool small ,","big small ,big small ,big small ,big small ,"
fresh,9,age,0.448181818181818,sub,-0.06560680851063827,0.095000000000000001,0.37992914803078315,0.44553595654142142,2,"nice fresh ,clean fresh ,clean fresh ,nice fresh ,nice fresh ,nice fresh ,good fresh ,good fresh ,nice fresh ,","fresh good ,nice fresh ,"
nice,227,value,0.725833333333333,lexical,0.21386381760006767,0.0065418377837815631,0.21924085085326722,0.0053770332531995488,2,"nice little ,nice big ,nice little ,nice little ,nice big ,nice little ,nice little ,nice little ,nice big ,nice little ,nice little ,nice warm ,nice blue ,nice blue ,nice big ,nice big ,nice red ,nice green ,nice clean ,nice red ,nice clean ,nice blue ,nice smooth ,nice bright ,nice big ,nice long ,nice long ,nice soft ,nice big ,nice green ,nice big ,nice big ,nice big ,nice white ,nice white ,nice smooth ,nice little ,nice big ,nice blue ,nice soft ,nice red ,nice blue ,nice green ,nice red ,nice bright ,nice plastic ,nice plastic ,nice green ,nice little ,nice little ,nice plastic ,nice blue ,nice red ,nice soft ,nice blue ,nice blue ,nice red ,nice big ,nice plastic ,nice plastic ,nice big ,nice big ,nice bright ,nice blue ,nice blue ,nice big ,nice blue ,nice big ,nice bright ,nice blue ,nice blue ,nice clean ,nice fresh ,nice blue ,nice blue ,nice smooth ,nice blue ,nice green ,nice red ,nice red ,nice red ,nice green ,nice green ,nice green ,nice green ,nice little ,nice big ,nice soft ,nice blue ,nice bright ,nice little ,nice red ,nice big ,nice little ,nice warm ,nice soft ,nice blue ,nice soft ,nice hot ,nice big ,nice red ,nice bright ,nice big ,nice little ,nice new ,nice warm ,nice bright ,nice little ,nice plastic ,nice warm ,nice big ,nice warm ,nice big ,nice bright ,nice green ,nice bright ,nice big ,nice red ,nice green ,nice big ,nice big ,nice red ,nice warm ,nice warm ,nice bright ,nice bright ,nice bright ,nice blue ,nice big ,nice blue ,nice hot ,nice blue ,nice gentle ,nice red ,nice red ,nice bright ,nice bright ,nice warm ,nice red ,nice little ,nice warm ,nice red ,nice little ,nice big ,nice fresh ,nice fresh ,nice fresh ,nice little ,nice little ,nice little ,nice little ,nice little ,nice blue ,nice big ,nice cold ,nice new ,nice new ,nice new ,nice cold ,nice cozy ,nice little ,nice big ,nice little ,nice big ,nice little ,nice clean ,nice little ,nice little ,nice big ,nice big ,nice little ,nice little ,nice little ,nice little ,nice big ,nice little ,nice clean ,nice clean ,nice red ,nice big ,nice little ,nice pretty ,nice full ,nice warm ,nice full ,nice full ,nice little ,nice pretty ,nice warm ,nice cool ,nice cool ,nice warm ,nice fresh ,nice clean ,nice clean ,nice clean ,nice big ,nice big ,nice comfy ,nice comfy ,nice clean ,nice comfy ,nice clean ,nice little ,nice little ,nice little ,nice new ,nice new ,nice new ,nice new ,pretty nice ,pretty nice ,nice white ,nice white ,nice little ,nice little ,nice little ,nice little ,nice little ,nice fluffy ,nice little ,nice little ,nice little ,nice little ,nice dry ,nice little ,nice yellow ,","bad nice ,bad nice ,nice past ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice big ,nice big ,nice big ,nice big ,nice orange ,nice big ,nice big ,nice big ,nice big ,nice big ,nice big ,nice orange ,little nice ,nice big ,nice dry ,nice little ,nice fresh ,nice posh ,nice little ,nice posh ,nice hot ,nice posh ,nice new ,nice new ,nice new ,"
round,11,shape,0.23875,lexical,0.2745155856626037,0.512908935546875,0.91530504614921293,0.64078946048660923,2,"little round ,big round ,big round ,big round ,big round ,round yellow ,big round ,big round ,big round ,big round ,little round ,","big round ,big round ,big round ,big round ,little round ,"
mean,5,human,0.712727272727273,lexical,0.49583545809960905,0.41666666666666663,0.78157402685704569,0.28573856875743664,2,"instant mean ,instant mean ,mean good ,mean big ,mean hot ,","old mean ,"
